ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
124419,"Johanna Emerentia ""Jolande"" van der Meer (-Solomon)",F,19,174,68,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,NA
124451,Yolande Van Der Straeten,F,18,177,69,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,NA
124451,Yolande Van Der Straeten,F,18,177,69,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,NA
124929,"Petronella Grietje ""Petra"" van Staveren (-van Kleef)",F,18,169,60,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,Gold
124929,"Petronella Grietje ""Petra"" van Staveren (-van Kleef)",F,18,169,60,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,NA
124929,"Petronella Grietje ""Petra"" van Staveren (-van Kleef)",F,18,169,60,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
124962,"Margot Wilhelmina Teunisje ""Wilma"" van Velsen",F,20,173,69,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
125485,"Jesus David ""Jesse"" Vassallo Anadn",M,22,175,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,NA
125485,"Jesus David ""Jesse"" Vassallo Anadn",M,22,175,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,NA
125679,Marco Veilleux,M,21,168,65,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
125701,Ernesto Vela,M,15,185,80,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,NA
125701,Ernesto Vela,M,15,185,80,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,NA
125701,Ernesto Vela,M,15,185,80,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18,180,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,Bronze
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18,180,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Bronze
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18,180,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18,180,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,NA
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18,180,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
126164,"Cornelis ""Cees"" Vervoorn",M,24,191,83,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,NA
126372,Rafael Antonio Vidal Castro,M,20,181,72,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
126372,Rafael Antonio Vidal Castro,M,20,181,72,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
126372,Rafael Antonio Vidal Castro,M,20,181,72,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,NA
126372,Rafael Antonio Vidal Castro,M,20,181,72,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Bronze
126372,Rafael Antonio Vidal Castro,M,20,181,72,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
127160,Stfan Volry,M,22,194,90,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
127160,Stfan Volry,M,22,194,90,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,NA
127160,Stfan Volry,M,22,194,90,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
127254,Bernard Volz,M,15,NA,NA,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
127544,Elles Voskes,F,19,170,59,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
127775,Isaac Atish Wa-El,M,NA,NA,NA,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
128388,Brigitte Wanderer (-Schoewel),F,17,175,66,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,NA
128388,Brigitte Wanderer (-Schoewel),F,17,175,66,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,NA
128388,Brigitte Wanderer (-Schoewel),F,17,175,66,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,NA
128459,Wang Hao,M,21,167,65,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,NA
128459,Wang Hao,M,21,167,65,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,NA
128459,Wang Hao,M,21,167,65,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
128511,Wang Lin,M,25,181,74,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
128721,Karen Ward,F,18,175,64,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,NA
128728,Peter Francis Ward,M,21,159,73,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,NA
128893,Kenji Watanabe,M,15,173,67,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
128893,Kenji Watanabe,M,15,173,67,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
128994,"Kam Sing ""Michael"" Watt",M,17,177,68,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
128994,"Kam Sing ""Michael"" Watt",M,17,177,68,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
129051,Mary Alice Wayte (-Bradburne),F,19,174,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Gold
129051,Mary Alice Wayte (-Bradburne),F,19,174,58,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
129592,"San ""Lisa Ann"" Wen",F,19,170,62,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,NA
129592,"San ""Lisa Ann"" Wen",F,19,170,62,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,NA
129592,"San ""Lisa Ann"" Wen",F,19,170,62,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,NA
129592,"San ""Lisa Ann"" Wen",F,19,170,62,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,NA
129710,"Tommy Henrik ""Tom"" Werner",M,18,190,74,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
129776,"Michael ""Mike"" West",M,19,191,77,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,Bronze
129776,"Michael ""Mike"" West",M,19,191,77,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,NA
129776,"Michael ""Mike"" West",M,19,191,77,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
129978,Amy Lee White (-Ballidis),F,15,172,57,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,Silver
129984,Catherine White,F,19,168,60,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,NA
129984,Catherine White,F,19,168,60,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,NA
130744,Stuart Willmott,M,20,180,71,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
130744,Stuart Willmott,M,20,180,71,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,NA
130811,"David Dennis ""Dave"" Wilson",M,23,190,85,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,Silver
130811,"David Dennis ""Dave"" Wilson",M,23,190,85,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
130908,William Wilson,M,19,167,67,Philippines,PHI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
130908,William Wilson,M,19,167,67,Philippines,PHI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,NA
130908,William Wilson,M,19,167,67,Philippines,PHI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,NA
130908,William Wilson,M,19,167,67,Philippines,PHI,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
131431,"Kathryn Florence ""Kathy"" Wong",F,16,166,54,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,NA
131431,"Kathryn Florence ""Kathy"" Wong",F,16,166,54,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
131431,"Kathryn Florence ""Kathy"" Wong",F,16,166,54,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,NA
131431,"Kathryn Florence ""Kathy"" Wong",F,16,166,54,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,NA
131431,"Kathryn Florence ""Kathy"" Wong",F,16,166,54,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
131514,"Cynthia Lee ""Sippy"" Woodhead (-Kantzer, -Brennan)",F,20,165,54,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Silver
131517,"Robert ""Rob"" Woodhouse",M,18,190,77,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,NA
131517,"Robert ""Rob"" Woodhouse",M,18,190,77,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
131542,Hilton Woods,M,15,193,80,Netherlands Antilles,AHO,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
131569,Collier Towning Woolard,M,15,182,68,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
131569,Collier Towning Woolard,M,15,182,68,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
131569,Collier Towning Woolard,M,15,182,68,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,NA
131569,Collier Towning Woolard,M,15,182,68,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
131570,Harrell Judson Woolard,M,20,182,79,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
131570,Harrell Judson Woolard,M,20,182,79,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
131570,Harrell Judson Woolard,M,20,182,79,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,NA
131570,Harrell Judson Woolard,M,20,182,79,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
131655,"James Henry ""Harry"" Wozniak",M,20,207,72,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,NA
131655,"James Henry ""Harry"" Wozniak",M,20,207,72,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,NA
131655,"James Henry ""Harry"" Wozniak",M,20,207,72,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,NA
131804,Wu Ming-Hsun,M,16,178,75,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,NA
131804,Wu Ming-Hsun,M,16,178,75,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
131804,Wu Ming-Hsun,M,16,178,75,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,NA
132407,Yan Hong,F,16,170,55,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,NA
132407,Yan Hong,F,16,170,55,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,NA
132407,Yan Hong,F,16,170,55,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,NA
132442,Kaori Yanase,F,16,167,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,NA
132442,Kaori Yanase,F,16,167,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,NA
132442,Kaori Yanase,F,16,167,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
132442,Kaori Yanase,F,16,167,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
133032,Alexandre Felske Tadayuke Yokochi,M,19,180,76,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,NA
133032,Alexandre Felske Tadayuke Yokochi,M,19,180,76,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
133263,Mohamed Youssef,M,21,184,84,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
133263,Mohamed Youssef,M,21,184,84,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Freestyle,NA
133263,Mohamed Youssef,M,21,184,84,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
133263,Mohamed Youssef,M,21,184,84,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,NA
133263,Mohamed Youssef,M,21,184,84,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
134729,Zheng Jian,M,20,177,73,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,NA
134729,Zheng Jian,M,20,177,73,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
135055,Petra Zindler (-Reinwald),F,18,169,54,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,NA
135055,Petra Zindler (-Reinwald),F,18,169,54,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,NA
135055,Petra Zindler (-Reinwald),F,18,169,54,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
135302,Iris Zscherpe,F,17,174,55,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,NA
135302,Iris Zscherpe,F,17,174,55,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,NA
135302,Iris Zscherpe,F,17,174,55,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
